01/03/2026,"-68.00","Bulk import row 68","0.00"
01/03/2026,"-69.00","Bulk import row 69","0.00"
01/03/2026,"-70.00","Bulk import row 70","0.00"
01/03/2026,"-71.00","Bulk import row 71","0.00"
01/03/2026,"-72.00","Bulk import row 72","0.00"
01/03/2026,"-73.00","Bulk import row 73","0.00"
01/03/2026,"-74.00","Bulk import row 74","0.00"
01/03/2026,"-75.00","Bulk import row 75","0.00"
01/03/2026,"-76.00","Bulk import row 76","0.00"
01/03/2026,"-77.00","Bulk import row 77","0.00"
01/03/2026,"-78.00","Bulk import row 78","0.00"
01/03/2026,"-79.00","Bulk import row 79","0.00"
01/03/2026,"-80.00","Bulk import row 80","0.00"
01/03/2026,"-81.00","Bulk import row 81","0.00"
01/03/2026,"-82.00","Bulk import row 82","0.00"
01/03/2026,"-83.00","Bulk import row 83","0.00"
01/03/2026,"-84.00","Bulk import row 84","0.00"
01/03/2026,"-85.00","Bulk import row 85","0.00"
01/03/2026,"-86.00","Bulk import row 86","0.00"
01/03/2026,"-87.00","Bulk import row 87","0.00"
01/03/2026,"-88.00","Bulk import row 88","0.00"
01/03/2026,"-89.00","Bulk import row 89","0.00"
01/04/2026,"-90.00","Bulk import row 90","0.00"
01/04/2026,"-91.00","Bulk import row 91","0.00"
01/04/2026,"-92.00","Bulk import row 92","0.00"
01/04/2026,"-93.00","Bulk import row 93","0.00"
01/04/2026,"-94.00","Bulk import row 94","0.00"
01/04/2026,"-95.00","Bulk import row 95","0.00"
01/04/2026,"-96.00","Bulk import row 96","0.00"
01/04/2026,"-97.00","Bulk import row 97","0.00"
01/04/2026,"-98.00","Bulk import row 98","0.00"
01/04/2026,"-99.00","Bulk import row 99","0.00"
01/04/2026,"-100.00","Bulk import row 100","0.00"
01/04/2026,"-101.00","Bulk import row 101","0.00"
01/04/2026,"-102.00","Bulk import row 102","0.00"
01/04/2026,"-103.00","Bulk import row 103","0.00"
01/04/2026,"-104.00","Bulk import row 104","0.00"
01/04/2026,"-105.00","Bulk import row 105","0.00"
